都道府県名,地方公共団体コード,施設コード,地方公共団体名,施設名称,年間処理量_t/年度,資源化量_資源化物回収_t/年度,資源化量_発生ガス回収_m3/年度,資源化量_生産量・搬出量の別,処理対象廃棄物_可燃ごみ,処理対象廃棄物_混合（未分別）ごみ,処理対象廃棄物_粗大ごみ,処理対象廃棄物_固形化燃料,処理対象廃棄物_その他,処理対象廃棄物_不燃ごみ,処理対象廃棄物_資源ごみ,処理対象廃棄物_ごみ処理残渣,処理対象廃棄物_し尿処理残渣,処理対象廃棄物_その他（具体的）,施設の種類,施設の種類_その他（具体的）,処理方式,炉型式,ごみ処理事業実施方式,施設全体の処理能力_t/日,炉数,使用開始年度,余熱利用の状況_場内温水,余熱利用の状況_場内蒸気,余熱利用の状況_発電（場内利用）,余熱利用の状況_場外温水,余熱利用の状況_場外蒸気,余熱利用の状況_発電（場外利用）,余熱利用の状況_その他,余熱利用の状況_無し,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,契約電力会社名_（受電）,契約電力会社名_（売電）,売電において活用している制度_ＦＩＴ,売電において活用している制度_ＲＰＳ,売電において活用している制度_その他,売電において活用している制度_その他_具体的な制度名,売電の配分割合の方法_経費に充当,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法_その他の計算方法,売電の配分割合の方法_基金に積立,売電の配分割合の方法_基金に積立_活用内容,売電の配分割合の方法_基金に積立_活用内容_その他の活用内容,売電の配分割合の方法_その他,売電の配分割合の方法_その他_具体的な方法,灰処理設備の有無_（焼却灰）_セメント固化,灰処理設備の有無_（焼却灰）_薬剤処理,灰処理設備の有無_（焼却灰）_溶融処理,灰処理設備の有無_（焼却灰）_その他,灰処理設備の有無_（焼却灰）_無し,灰処理設備の有無_（飛灰）_セメント固化,灰処理設備の有無_（飛灰）_薬剤処理,灰処理設備の有無_（飛灰）_溶融処理,灰処理設備の有無_（飛灰）_その他,灰処理設備の有無_（飛灰）_無し,運転管理体制,施設の改廃_新設（建設中）,施設の改廃_新設（新規稼働）,施設の改廃_能力変更,施設の改廃_休止,施設の改廃_廃止,施設の改廃_移管,産業廃棄物の搬入の有無,一般廃棄物の割合_％,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg,リユース・リペアの対象品目_合計_重量_t/年度,リユース・リペアの対象品目_合計_個数_個・台等,リユース・リペアの対象品目_家具_対象,リユース・リペアの対象品目_家具_重量_t/年度,リユース・リペアの対象品目_家具_個数_個・台等,リユース・リペアの対象品目_自転車_対象,リユース・リペアの対象品目_自転車_重量_t/年度,リユース・リペアの対象品目_自転車_個数_個・台等,リユース・リペアの対象品目_衣類_対象,リユース・リペアの対象品目_衣類_重量_t/年度,リユース・リペアの対象品目_衣類_個数_個・台等,リユース・リペアの対象品目_書籍_対象,リユース・リペアの対象品目_書籍_重量_t/年度,リユース・リペアの対象品目_書籍_個数_個・台等,リユース・リペアの対象品目_家電_対象,リユース・リペアの対象品目_家電_重量_t/年度,リユース・リペアの対象品目_家電_個数_個・台等,リユース・リペアの対象品目_傘_対象,リユース・リペアの対象品目_傘_重量_t/年度,リユース・リペアの対象品目_傘_個数_個・台等,リユース・リペアの対象品目_食器_対象,リユース・リペアの対象品目_食器_重量_t/年度,リユース・リペアの対象品目_食器_個数_個・台等,リユース・リペアの対象品目_おもちゃ_対象,リユース・リペアの対象品目_おもちゃ_重量_t/年度,リユース・リペアの対象品目_おもちゃ_個数_個・台等,リユース・リペアの対象品目_その他_対象,リユース・リペアの対象品目_その他_重量_t/年度,リユース・リペアの対象品目_その他_個数_個・台等,リユース・リペア機能・内容_修理,リユース・リペア機能・内容_展示,リユース・リペア機能・内容_販売,リユース・リペア機能・内容_譲渡,リユース・リペア機能・内容_機能なし
北海道,01668,0110043,白糠町,白糠町廃棄物簡易焼却炉,0,0,0,,○,,,,,,,,,,焼却,,その他,バッチ運転,DB（公設公営、運転委託）,4.5,1,1989,,,,,,,,○,,,,,,,,,,,,,,,北海道電力株式会社,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01813,0110044,根室北部廃棄物処理広域連合,根室北部広域ごみ処理施設,11405.98,513,,資源化物生産量,○,,,,○,,,○,,,ガス化溶融・改質,,流動床式,全連続運転,DB（公設公営、一部運転委託）,62,2,2006,○,,,,,,,,3065664,,3065664,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,53.6,20.8,15.5,4.3,1.2,4.6,150,100,42.3,49.6,8.1,8288,17975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01819,0110045,名寄地区衛生施設事務組合,炭化センター,3910,0,0,,○,,,,,,,,,,炭化,,回転式,准連続運転,DB（公設公営、直営）,20,1,2003,○,,,,,,,,173467,,173467,,,,,,,,,,,,北海道電力（株）,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,63.8,21.8,0.2,11.1,0.4,2.7,321.2,100,46.5,50.3,3.2,8306,9736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01848,0110047,北しりべし廃棄物処理広域連合,北しりべし広域クリーンセンター,34810,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+M（公設公営、維持管理のみ委託）,197,2,2007,○,,○,,,,,,9280320,,1175572,,1990,14.5,11263,,3854,63725405,18.7,18.7,18.7,18.7,北海道電力株式会社,北海道電力株式会社，日立造船株式会社,,,○,小売電気事業者との相対契約,○,④均等割+人口割,,,,,,,,○,○,,,,○,,,,委託,,,,,,,無し,,100,68.2,19.8,4,7.8,0,0.2,211,100,49.9,45.2,4.9,7263,8575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01859,0110175,岩内地方衛生組合,岩内地方清掃センター,5718,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,30,1,2018,○,,,○,,,,,6272000,0,5068980,0,,,,,,,,,,,北海道電力(株),,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,43.5,26.7,3.5,15.6,1.7,9,162,100,48.1,48.1,3.8,7.858,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01860,0110050,北部桧山衛生センター組合,北部桧山衛生センター組合焼却処理施設,3426,156,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,25,2,1986,,,,,,,,○,,,,,,,,,,,,,,,北海道電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,有り,94,100,71.6,0,0.9,11.2,16.3,0,140,100,5.3,53.6,41.1,6109,6830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01868,0110051,南渡島衛生施設組合,南渡島衛生センター,183,0,0,,,,,,,,,,○,,焼却,,固定床式,バッチ運転,DB（公設公営、直営）,3.76,1,1978,,,,,,,,○,,,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,,○,,,,,○,,直営,,,,,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01877,0110052,南十勝複合事務組合,南十勝環境衛生センター,3305,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,28,2,1993,○,,,,,,,,6700,,6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,59.5,16,5.6,11.3,5.8,1.8,179,100,39,54.3,6.7,9225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01885,0110046,十勝圏複合事務組合,くりりんセンター,74982,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,330,3,1996,○,○,○,,,○,,,63107520,,11545800,,7000,21,31707,926,19073,246099584,,,,,北海道電力㈱,㈱エネット,,,○,卒FIT,,,,,,,○,経費に充当及び基金に積立,,,,,○,,○,,,,委託,,,,,,,有り,94,100,45.7,18.3,18,6.5,5.4,6.1,212,100,40.6,50.8,8.6,8400,12250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01889,0110053,南部桧山衛生処理組合,南部桧山清掃センター,4801,55,,資源化物搬出量,○,,○,,,,○,○,○,,焼却,,流動床式,准連続運転,DB（公設公営、運転委託）,44,2,1996,○,,,,,,,,18,,18,,,,,,,,,,,,北海道電力㈱,,,,,,,,,,,,,,○,,,,,○,,,,,委託,,,,,,,無し,,100,53.5,26.8,7.5,7.5,3.2,1.5,143,100,40.4,53.5,6.1,9060,11310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01890,0110054,中・北空知廃棄物処理広域連合,中・北空知エネクリーン,22787,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,85,2,2012,,,○,,,○,,,,,,,1770,13,11214,6736,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,51.5,32.1,10.5,4.2,1.1,0.6,81,100,22.5,72.4,5.1,13085,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01892,0110055,南宗谷衛生施設組合,南宗谷廃棄物処理施設,4175,98,,資源化物搬出量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,22,2,2002,○,,,,,,,,1000000,,1000000,,,,,,,,,,,,北海道電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,55.9,24.6,5.2,7.7,2.5,4.1,0,100,30.8,64.6,4.6,11024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01916,0110056,日高中部衛生施設組合,日高中部環境センター,9033,519,,資源化物搬出量,○,,,,○,,,○,○,,ガス化溶融・改質,,シャフト式,全連続運転,DB（公設公営、運転委託）,38,2,2002,○,,,○,,,,,1687795,1687795,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,46.3,25.6,5.2,13.7,7.3,1.9,206.3,100,45.7,46.7,7.6,7645,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01919,0110057,遠軽地区広域組合,遠軽地区広域組合えんがるクリーンセンター,8368,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB+O（公設民営、長期包括運営委託）,32,2,2017,○,,,,,,,,1201200,,1133518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,63.3,1.1,10,4.7,1.3,19.6,105.5,100,28.3,65.7,6,11670,12023.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01923,0110058,愛別町外3町塵芥処理組合,愛別町外3町塵芥処理組合富沢衛生センター,7447,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、一部運転委託）,50,2,1998,○,,,,,,,,28748160,,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,有り,91,100,41.9,31.8,13.5,12.2,0.2,0.4,121,100,40.5,52.9,6.6,8948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01933,0110059,西いぶり広域連合,西胆振地域廃棄物広域処理施設,36451,3915,,資源化物搬出量,○,,,,,,,○,,,ガス化溶融・改質,,回転式,全連続運転,DBO（公設民営）,210,2,2003,○,○,○,,○,○,,,131326272,64548288,99124800,9474850,1980,8.5,12803,0,774,12907185,18.7,,,,北海道電力㈱,北海道電力㈱,○,,,,○,③均等割+ごみ量割,,,,,,,,,○,,,○,○,,,,委託,,,,,,,無し,,100,48.1,27.7,8.7,11.1,4.1,0.3,106.3,100,40,53,7,8977,11637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01934,0110060,利尻郡清掃施設組合,利尻郡ごみ焼却処理場,1285,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,15,1,1991,,,,,,,,○,,,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,有り,96,100,55.6,25.1,2.9,16,0.4,0,130,100,48.1,48.1,3.8,7850,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01941,0110061,南部後志衛生施設組合,南後志清掃センター,1874,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,その他公設公営,18,1,1994,○,,,,,,,,1058400,,652932,,,,,,,,,,,,北海道電力（株）,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,63.8,20,6.5,7,2.1,0.6,150,100,39.2,55.4,5.4,9460,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01943,0110062,大雪清掃組合,しらかば清掃センター,7832,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,75,2,1993,○,,,,,,,,9031680,,,,,,,,,,,,,,北海道電力㈱,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,45.4,30.4,9.2,11,3.2,0.8,146,100,44.4,48.8,6.8,8072,13523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01950,0110063,平取町外2町衛生施設組合,平取町外2町衛生施設組合清掃センター第1工場(焼却),5545,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、一部運転委託）,40,2,1992,,,,,,,,○,,,,,,,,,,,,,,,北海道電力㈱,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,52.4,23.3,10.7,9,3.5,1.1,124,100,38.6,55.3,6.1,11825,9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01955,0110064,渡島廃棄物処理広域連合,クリーンおしま,29283,1322,,資源化物搬出量,○,,,,,,,,,,ガス化溶融・改質,,回転式,全連続運転,DBM（公設公営）,126,2,2003,○,○,○,,,,○,,36927900,,26263799,,1000,8.4,8320,,,,,,,,北海道電力㈱,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,58.4,16,5.6,15.3,1.9,2.8,155,100,37.2,57.9,4.9,10683,11300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01957,0110191,留萌南部衛生組合,留萌南部衛生組合有害鳥獣焼却処理施設,50,0,,資源化物搬出量,,,,,○,,,,,,焼却,,その他,バッチ運転,その他公設民営,0.8,1,2014,,,,,,,,○,,,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,,,○,,,,,○,一部委託,,,,,,,無し,,100,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01960,0110065,北十勝2町環境衛生処理組合,北十勝2町環境衛生処理組合ごみ処理施設,1842,0,0,,○,,○,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,15,1,1997,,,,,,,,○,,,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,35.9,10.5,15.6,31.7,1.8,4.5,275,100,58.9,37.5,3.6,6300,9275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01972,0110066,釧路広域連合,釧路広域連合清掃工場,64620,2071,,資源化物生産量,○,,○,,○,,,○,,,ガス化溶融・改質,,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,240,2,2006,○,○,○,,,○,,,18002880,,2496552,,4600,16,25095,0,12895,225848103,18.7,,,,(株)エネット,ゼロワットパワー(株),○,,,,○,①ごみ量割,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,53.6,16.8,14.6,5.1,2.3,7.6,218,100,45.9,44.3,9.8,7330,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
北海道,01975,0110067,西紋別地区環境衛生施設組合,西紋別地区広域ごみ処理センター,7682,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,その他公設公営,26,2,2013,○,,,○,,,,,1965,628,,,,,,,,,,,,,北海道電力,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,49.3,29.5,3,7.6,4.5,6.1,192.3,100,39.8,53.3,6.9,9887,9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02201,0210001,青森市,青森市清掃工場,86219,3828,,資源化物搬出量,○,,,,○,,,○,○,,ガス化溶融・改質,,流動床式,全連続運転,DBO（公設民営）,300,2,2015,,○,○,,,○,,,108864000,,,,7650,19,37646,835,22256,258530226,12,,,,㈱エネット,㈱エネット,○,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,有り,91,100,49.1,22.4,3.7,16.4,2.3,6.1,171,100,52.1,42.6,5.3,6713,7978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02207,0210003,三沢市,三沢市清掃センター,13456,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,その他公設公営,85,2,1992,○,,,,,,,,3754240,,3754240,,,,,,,,,,,,東北電力（株）,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,43.3,23.3,12,16.3,2,3.1,157,100,49.4,44,6.6,7050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02301,0210004,平内町,平内町廃棄物処理施設,0,0,0,,○,,,,,,,,,,焼却,,回転式,全連続運転,,37,1,2000,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02307,0210005,外ヶ浜町,外ヶ浜町ごみ処理施設,1984.1,37,,資源化物生産量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,准連続運転,DB+O（公設民営、長期包括運営委託）,13,1,2010,○,,,,,,○,,4302480,,2234191,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,,○,,委託,,,,,,,無し,,100,56,23.6,0.97,10.1,3.87,5.46,229.75,100,52.4,42.45,5.15,8170,7997.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02803,0210006,中部上北広域事業組合,中部上北清掃センター,10104,497,,資源化物搬出量,○,,○,,,,,○,○,,ガス化溶融・改質,,流動床式,全連続運転,DB（公設公営、運転委託）,60,2,2000,○,,,○,,,,,34419214,2871110,34419214,2871110,,,,,,,,,,,東北電力,,,,,,,,,,,,,,,,○,,,,○,,,,委託,,,,,,,無し,,100,46.5,25.4,3.1,23.7,0.3,1,229,100,53.7,40.1,6.2,6190,7260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02817,0210007,弘前地区環境整備事務組合,弘前地区環境整備センター,41892,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,246,2,2002,○,○,○,,,○,,,35473234,,12813852,,3600,15,16517,0,6501,90505730,17,13,11,7,㈱エネット,㈱エネット,○,,,,,,,,,,○,施設管理業務委託費を売電料分減額,,○,,,,,○,,,,委託,,,,,,,無し,,100,41.7,26.3,6,10.8,4.4,10.8,210.1,100,48.5,43.9,7.6,7077,8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02817,0210008,弘前地区環境整備事務組合,南部清掃工場,26108,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,140,2,1992,○,,,○,,,,,22503936,7358400,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,○,,,,,委託,,,,,,,無し,,100,44.6,25.4,3.4,14.7,1.6,10.3,238,100,53,42.1,4.9,6846,8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02818,0210009,黒石地区清掃施設組合,環境管理センターごみ処理施設,19385,0,,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,100,2,1988,○,,,,,,,,46299214,,32626477,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,39.9,30.2,3.3,16.5,1,9.1,198,100,56.1,38.9,5,7950,7653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02819,0210010,西北五環境整備事務組合,西部クリーンセンター,27464,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,150,2,1986,○,,,,,,,,8440320,,9356572,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,61,17.5,11.3,8.8,0.9,0.5,236.5,100,49.7,44.6,5.7,7145,8320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02826,0210012,三戸地区環境整備事務組合,三戸地区クリーンセンター,7684,887,,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,60,2,1994,○,,,,,,,,34048,,34048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,36.92,27.24,4.09,20.38,0.3,11.07,173.8,100,50.8,45.6,3.6,7305,8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02829,0210011,西海岸衛生処理組合,エコクリーンアフイ,5500,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,その他公設公営,44,1,2000,○,,,,,,,,1882,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,45.5,20.7,5.9,16.5,0.6,10.8,250.5,100,53.7,40,6.3,6182,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02859,0210013,八戸地域広域市町村圏事務組合,八戸清掃工場第一工場,46596,102,,資源化物生産量,○,,,,,,,○,○,,焼却,,流動床式,全連続運転,DB（公設公営、一部運転委託）,300,2,1995,○,○,○,,,,,,282562560,,36344476,,1446,19.5,8026,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,無し,,100,56.6,30.4,4.6,6.5,1.7,0.2,137,100,40,52.6,7.4,8900,11270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02859,0210014,八戸地域広域市町村圏事務組合,八戸清掃工場第二工場,21552,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,150,1,1980,○,○,,,,,,,0,,0,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,48.7,30.5,15.6,4.4,0.4,0.4,143,100,42.2,53,4.8,8920,11720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02861,0210015,下北地域広域行政事務組合,アックス・グリーン,25625,5472,,資源化物搬出量,○,,,,,○,,○,○,,ガス化溶融・改質,,シャフト式,全連続運転,DBO（公設民営）,140,2,2002,,○,,,,,,,177116544,,153280616,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,49.8,26.1,6.5,14,2.1,1.5,149,100,41.34,52.17,6.49,8800,10250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02861,0210120,下北地域広域行政事務組合,クリーンセンターしもきた,0,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,86,2,2024,,,,,,,,○,,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,,,,○,委託,○,,,,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02863,0210016,十和田地域広域事務組合,十和田地域広域事務組合十和田ごみ焼却施設,32852,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+M（公設公営、維持管理のみ委託）,150,2,1985,○,,,,,,,,246622,,371033,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,無し,,100,41,20.2,1.4,27.8,1.1,8.5,166,100,53.8,40.1,6.1,6150,6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
青森県,02877,0210017,北部上北広域事務組合,クリーン・ペア・はまなす,9047,0,0,,○,,,,,,,○,,,焼却,,流動床式,准連続運転,DB（公設公営、運転委託）,52,2,1998,○,,,,,,,,15002824,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,48.1,28,4.4,11.2,1.6,6.7,162.8,100,48.4,45.8,5.8,6290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
岩手県,03201,0310001,盛岡市,盛岡市クリーンセンター,65118,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,405,3,1998,○,○,○,○,,○,,,292554662.4,277083021.6,59552640,44029440,1570,5.8,10528,0,2458,27035910,0,11,11,11,久慈地域エネルギー株式会社,久慈地域エネルギー株式会社,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,無し,,100,59.1,22.9,11.3,3.8,1.3,1.6,153.5,100,33.5,58.7,7.8,10225,10484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
岩手県,03205,0310002,花巻市,花巻市清掃センター焼却施設,0,0,,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,171,2,1988,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,直営,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
