都道府県名,地方公共団体名,施設名称,年間処理量_t/年度,処理方式,炉型式,ごみ処理事業実施方式,炉数,使用開始年度,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg
山形県,置賜広域行政事務組合,置賜広域行政事務組合千代田クリーンセンターごみ焼却施設,54542,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1998,98790720,,6821959,,2150,9.2,13923,1463,6473,77829051,11,,11,11,100,55.2,24.7,8.1,8.8,0.7,2.5,165.6,100,45.7,48.6,5.7,8005,9857
山形県,西村山広域行政事務組合,西村山広域行政事務組合寒河江地区クリーンセンターごみ焼却処理施設,16665,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,2000,13118291,0,0,0,,,,,,,,,,,100,43.5,28.8,1.7,15.2,0.7,10.1,180,100,57.6,38,4.4,5700,7180
山形県,酒田地区広域行政組合,酒田地区広域行政組合ごみ焼却施設,43268,流動床式,全連続運転,DB（公設公営、運転委託）,2,2002,0,0,5279203,131311,1900,8,13506,10544,2962,22485723,,,,,100,52,23.8,11.1,7.1,3.2,2.8,156.67,100,39.14,58.34,2.52,9581,10268
山形県,尾花沢市大石田町環境衛生事業組合,尾花沢市大石田町環境衛生事業組合ごみ処理施設,5483,流動床式,全連続運転,DB（公設公営、一部運転委託）,1,2002,11985120,,10761120,,,,,,,,,,,,100,49.9,21,1.1,26,0.1,1.9,198.25,100,62.29,33.58,4.13,4760,5537
福島県,福島市,あらかわクリーンセンター,59190,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2008,12866000,4822000,8070000,4220000,5100,18.793,27547,760,11894,199659537,,,,,100,53.9,11.9,10.7,18.6,1.6,3.3,131,100,52.1,41.9,6,0,8904
福島県,福島市,あぶくまクリーンセンター,33319,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1988,36938,1130,,,800,2.6,2058,,,,,,,,100,43.3,24.2,10.2,14.2,3.7,4.4,120,100,41.7,52.8,5.5,8902.5,9325
福島県,郡山市,郡山市富久山クリーンセンター,71835.63,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1996,330147412,,17852441,,1995,8.55,14257.68,272,,,,,,,100,47.3,26.7,12.3,8.8,2.4,2.5,91.7,100,37.1,56.5,6.4,12282,9710
福島県,郡山市,郡山市河内クリーンセンター,58883,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1984,264456582,0,201197549,0,1700,6.07,10350,0,,,,,,,100,48.8,25.3,13.6,8.6,2,1.7,85.6,100,39.8,53.9,6.3,9155,11439
福島県,いわき市,南部清掃センター,77986.03,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2000,58502976,15634416,12644206,735671,3500,10.82,26040.06,0,15552,206997215,,12.1,12.1,12.1,100,45.3,25.2,19.6,4.8,1.1,4,132,100,37,56.1,6.9,9653,8339
福島県,いわき市,北部清掃センター,26605,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1981,101642688,2010139,,,160,1.73,876,,,,,,,,100,43.8,22.3,15.3,9.7,3,5.9,142.3,100,42.4,50,7.6,8355,6830
福島県,伊達地方衛生処理組合,伊達地方衛生処理組合清掃センターごみ焼却施設,34496,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,3,1995,364,,,,,,,,,,,,,,100,42.8,22.6,11.8,11.7,6.2,4.9,128,100,45.1,49.4,5.5,8160,8915
福島県,須賀川地方保健環境組合,須賀川地方衛生センターごみ処理施設,28082,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2019,,,,,1990,18,14096,1785,,,,,,,100,45.7,22.3,15.4,11,2.7,2.9,186.8,100,50.3,44.6,5.1,7128,8234
福島県,会津若松地方広域市町村圏整備組合,環境センターごみ焼却処理施設,60901,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1988,23708160,12025878,11128320,564480,,,,,,,,,,,100,57.7,20.9,7.7,10.5,1.8,1.4,116,100,54.2,41.7,4.1,6490,7185
福島県,会津若松地方広域市町村圏整備組合,新ごみ焼却施設,0,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2026,,,,,6120,25.5,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,東白衛生組合,東白衛生組合東白クリーンセンターごみ処理施設,9260,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1987,0,,0,,,,,,,,,,,,100,45.1,28.6,4.2,14.5,2.7,4.9,127.5,100,44.1,51.2,4.7,8540,8715
福島県,田村広域行政組合（廃止）,田村西部環境センター,11723,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,1,2006,5631360,3360000,6045384,3495360,,,,,,,,,,,100,51.9,27.8,9.3,7.8,0.8,2.4,91,100,40.2,53.1,6.7,8988,0
福島県,田村広域行政組合（廃止）,田村東部環境センター,5307,ストーカ式（可動）,バッチ運転,DB+O（公設民営、長期包括運営委託）,2,1996,1504800,,1504800,,,,,,,,,,,,100,51.9,19.4,7.2,10,4.8,6.7,361,100,47.5,45.9,6.6,8625,0
福島県,相馬方部衛生組合,光陽クリーンセンター,9684,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2012,37396440,,30914328,,,,,,,,,,,,100,52.63,26.53,6.67,8.87,1.77,3.53,135.33,100,46.8,46.43,6.77,1521.72,1355.1
福島県,白河地方広域市町村圏整備組合,西白河地方クリーンセンター,34158,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1995,9560,,,,,,,,,,,,,,100,51.3,27.3,11,9.9,0.3,0.2,155,100,47.7,47,5.3,0,7672
福島県,喜多方地方広域市町村圏組合,環境センター山都工場,15816,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1991,9031680,7526400,669090,294025,,,,,,,,,,,100,51,27.6,3.1,16.9,1,0.4,124,100,53.4,41.5,5.1,6480,8730
福島県,安達地方広域行政組合,もとみやクリーンセンター(焼却),24034,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2003,2218,,182,,,,,,,,,,,,100,51.1,14.21,11.99,10.45,8.68,3.57,0,100,30.35,57.9,11.75,10100,11000
福島県,南会津地方環境衛生組合,東部クリーンセンター,5047,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1992,1467648,,1509408,,,,,,,,,,,,100,55.9,27.6,2.5,12.8,0.9,0.3,109,100,44.1,50.6,5.3,11300,8410
福島県,南会津地方環境衛生組合,西部クリーンセンター,2847,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,1995,1270080,,714420,,,,,,,,,,,,100,55.9,27.6,2.5,12.8,0.9,0.3,109,100,44.1,50.6,5.3,11300,8410
茨城県,水戸市,水戸市清掃工場（ごみ焼却施設）,88237,ストーカ式（可動）,全連続運転,DBO（公設民営）,3,2020,,,,,9550,25.3,61680,,49201,867782251,19,17,17,17,100,49.2,27.9,12,4.2,1.3,5.4,150,100,36.7,55.8,7.5,10567,13342
茨城県,日立市,日立市清掃センター,54223,ストーカ式（可動）,全連続運転,DBM（公設公営）,3,2001,155041000,63504000,,,1990,9,15135,,,,,,,,100,42.8,29,8.2,10.8,4,5.2,176.5,100,47,46.9,6.1,7652,9230
茨城県,土浦市,土浦市清掃センター,39557,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1992,29100557,14459904,,,,,,,,,,,,,100,57.3,18.8,10.9,6.4,4,2.6,140,100,43.2,49.1,7.7,8158,0
茨城県,古河市,古河クリーンセンター,14315,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,1994,1881600,,1881600,,,,,,,,,,,,100,63.3,8.6,19,6.2,0.5,2.4,157,100,37.6,55.6,6.8,9515,7962.5
茨城県,常陸太田市,清掃センター,15586,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2002,117082223,25690840,117082223,25690840,,,,,,,,,,,100,41.8,28,22.7,5.7,0.8,1,136.4,100,37.6,54.87,7.53,9393,11545
茨城県,笠間市,笠間市環境センター,15915,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,1992,20697600,15052800,13432650,1932767,,,,,,,,,,,100,45.6,23,5.6,20.7,0.9,4.2,161,100,49.2,45.1,5.7,10248,0
茨城県,牛久市,牛久クリーンセンター,28852,流動床式,全連続運転,DB（公設公営、運転委託）,3,1999,16934400,,16934400,,,,,,,,,,,,100,36.4,19.5,30.2,7.2,3,3.7,123,100,34.9,57.9,7.2,10038,7935
茨城県,つくば市,焼却施設,73488,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,3,1997,178059882,72649829,169865000,15693000,3400,12,19315,900,9901,86530857,,,10,8,100,40.8,37.4,10.7,8.8,0.3,2,134,100,46.7,48.2,5.1,7912,0
茨城県,行方市,行方市環境美化センターごみ焼却施設,8850,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,2000,1690000,0,1600000,0,,,,,,,,,,,100,50,30,12,2,1,5,165,100,35,58,7,10088,14700
茨城県,城里町,城里町環境センター,5285,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,1,2021,14387787,,,,,,,,,,,,,,100,51.8,25.1,13.5,8,0.2,1.4,169.8,100,49.3,45.5,5.2,7338,6470
茨城県,大子町,大子町環境センター,4991,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,1,2015,12036480,,17081433,,,,,,,,,,,,100,51.8,25.5,7.9,11.3,1.7,1.8,178,100,49.7,44.3,6,7090,6710
茨城県,阿見町,阿見町霞クリーンセンター,16440,ストーカ式（可動）,准連続運転,その他公設公営,2,1997,22579200,22579200,22579200,22579200,,,,,,,,,,,100,44.2,23.8,12.3,9,1.2,9.5,114.7,100,51.5,40.8,7.7,6415,6415
茨城県,大宮地方環境整備組合,大宮地方環境整備組合(環境センター・ごみ焼却施設),26782,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1990,16934,,16934,,,,,,,,,,,,100,37.6,25.6,7,21.4,6.1,2.3,180,100,49.6,43.3,7.1,8140,6903
茨城県,龍ケ崎地方塵芥処理組合,くりーんプラザ・龍,29124,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1999,76894272,250160,84657049,2470020,1500,7.5,5906,,,,,,,,100,42.1,29.2,17.4,7.5,1.7,2.1,129.3,100,49.4,45.4,5.2,7315,8907.5
茨城県,さしま環境管理事務組合,さしまクリーンセンター寺久熱回収施設,47076,流動床式,全連続運転,DB+M（公設公営、維持管理のみ委託）,2,2008,51513262,42649313,4698578,4209991,3000,12.1,15750,984,,,,,,,100,48.7,22.4,12.4,6.2,2.5,7.8,125.3,100,41.9,50.3,7.8,8575,9792
茨城県,大洗、鉾田、水戸環境組合,大洗、鉾田、水戸環境組合クリーンセンター,10868,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1992,14064960,,10426280,,,,,,,,,,,,100,43.9,28.2,13.8,7.9,1,5.2,131.3,100,49.6,45.6,4.8,6697,7375
茨城県,江戸崎地方衛生土木組合,江戸崎地方衛生土木組合環境センター,1305,流動床式,准連続運転,DB（公設公営、直営）,2,1989,274.713,,0,,,,,,,,,,,,100,38.5,20.1,23.3,11.7,1.7,4.7,178.1,100,41.1,51.5,7.4,8669,9933
茨城県,江戸崎地方衛生土木組合,江戸崎地方衛生土木組合　環境センター,18074,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2022,,,,,1280,17.75,4988,1716,,,,,,,100,38.5,20.1,23.3,11.7,1.7,4.7,178.1,100,41.1,51.5,7.4,8669,9933
茨城県,筑西広域市町村圏事務組合,筑西広域市町村圏事務組合環境センター,49001,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2002,3000000000,8000000,243272000,7259000,3800,17.2,21314,1520,,,,,,,100,47.7,28.2,11.2,4.9,2.9,5.1,122.4,100,39.8,53.4,6.8,9101,0
茨城県,常総地方広域市町村圏事務組合,常総環境センターごみ焼却施設,55766,回転式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2012,69946000,38534000,8804503,8208505,3000,13.5,22215,1844,,,,,,,100,51.9,13.9,12.2,14.3,2.6,5.1,162,100,50.7,42,7.3,8860,6903
茨城県,霞台厚生施設組合,霞台厚生施設組合クリーンセンター,54130,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2021,,,,,4430,23.49,32533,,24601,377613874,18.7,9.35,8.78,7.4,100,50,24.98,8.25,7.28,3.13,6.36,136.33,100,39.5,52.7,7.8,8931,10355
茨城県,下妻地方広域事務組合,ごみ処理施設「クリーンポート・きぬ」,23706,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1997,25401600,16934400,,,,,,,,,,,,,100,45.4,26.6,10.5,9.2,2.2,6.1,125,100,49.6,45.4,5,7328,0
茨城県,ひたちなか・東海広域事務組合,ひたちなか・東海クリーンセンター,56961,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2012,,,,,4600,17.71,31434.99,0,19021.12,231896987,17,9.14,8.15,5.54,100,45.91,26.48,15.56,6.11,1.21,4.73,93,100,38.19,54.83,6.98,9368,11212
栃木県,宇都宮市,クリーンパーク茂原焼却ごみ処理施設,23989.27,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,2000,22901026.5,,,,7500,16,10985.1,816.78,5618.568,69833079,17,,,,100,43.8,28.3,5.6,9.6,5.2,7.5,128,100,42.8,49.1,8.1,7900,0
栃木県,宇都宮市,宇都宮市クリーンセンター下田原,47792.32,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2020,47792.32,,,,3500,17.8,15836.079,0,9769.378,163678929,17,,,,100,53.3,22.8,9.3,6.8,3.1,4.7,119,100,41.9,7.4,50.7,7885,0
栃木県,足利市,足利市南部クリーンセンター,46927,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1983,143367739,20494830,143367739,20494830,,,,,,,,,,,100,49.6,32.3,7.8,9.5,0.8,0,0,100,39.3,55.6,5.1,12588,0
栃木県,栃木市,とちぎクリーンプラザ,42846.22,ストーカ式（可動）,全連続運転,その他公設公営,2,2002,37692,,11143024,,2500,15,14598,413,2035,23533051,19,9,8,6,100,49,34,6,11,0,0,97.9,100,47.7,47.8,4.5,7812,0
栃木県,佐野市,佐野市みかもクリーンセンター,25090,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2006,61447680,741260,93174236,8903504,1990,13.93,8465,565,776,10358980,18.7,15,13,7,100,58.9,32.5,3.7,2.1,0.2,2.6,158,100,43.4,52,4.6,8717,0
栃木県,鹿沼市,環境クリーンセンター(ごみ処理施設),24890,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1994,1510,,,,160,1.84,1050,,,,,,,,100,48.5,12.6,26.2,5.7,3.9,3.1,169,100,41.1,54.7,4.2,9280,0
栃木県,日光市,日光市クリーンセンター,27935,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2010,,,,,2000,12.95,8301,7794,,,,,,,100,42.9,22.6,6.4,16.1,4.5,7.5,157.8,100,51.5,40.5,8,6320,7115
栃木県,那須塩原市,那須塩原クリーンセンター,35406,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2009,,,,,1990,16,13805,0,6049,76575165,19,9,8,6,100,43.7,28.3,12.8,9,2.3,3.9,170.3,100,43.2,51.9,4.9,0,8417
栃木県,壬生町,壬生町清掃センター焼却施設,10846,流動床式,全連続運転,DB（公設公営、運転委託）,2,1999,2550,,2550,,,,,,,,,,,,100,48.8,28.3,12.5,7.5,0.7,2.2,127.5,100,51.9,44.6,3.5,7220,0
栃木県,那須地区広域行政事務組合,広域クリーンセンター大田原,28894,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2002,1800000,,90000,,1400,11.9,6104,,2154,27565570,18.7,8.55,6.92,5.09,100,48.3,28.7,9.8,7.5,1.9,3.8,203,100,44.1,50.5,5.4,8405,0
栃木県,芳賀地区広域行政事務組合,芳賀地区エコステーション,31250,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2014,,,,,1970,15.3,12636.09,0,4450.53,55752776,18.7,9.41,7.61,5.6,100,52.5,31.4,7.1,7.5,1.5,0,101.3,100,38.9,55.7,5.4,9568,21139
栃木県,塩谷広域行政組合,エコパークしおや,27806,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2019,,,,,1530,16.51,8903.95,1705.054,2352.015,30032128,19,9,7,5,100,50.3,27,11.6,10.4,0.5,0.2,164.4,100,46.8,47.6,5.6,0,8975
栃木県,小山広域保健衛生組合,小山広域保健衛生組合中央清掃センター70t焼却施設,20408,ストーカ式（可動）,全連続運転,DBO（公設民営）,1,2016,0,0,0,0,1300,12.02,7520,3374,,,,,,,100,44.9,29.6,13.8,5.8,1.7,4.2,137.5,100,43.7,50.6,5.7,8417,0
群馬県,前橋市,前橋市六供清掃工場,88053,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,3,1991,105725760,84672000,,,2400,10.1,18904,0,10424,88606023,8.5,,,,100,45.4,28.2,12.7,9.8,1.3,2.6,123,100,38.9,57.4,3.7,9828,11668
群馬県,高崎市,高浜クリーンセンター,98017,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1988,1016753,961623,666290,623357,,,,,,,,,,,100,48,24.1,5.8,12.4,2,7.7,130,100,57.1,38.9,4,8954,8960
群馬県,高崎市,吉井クリーンセンター,6521,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,2,1992,2399,2399,2399,2399,,,,,,,,,,,100,43.2,18.6,6.7,16.7,2.8,12,204.8,100,59.1,36.1,4.8,5325,5793
群馬県,桐生市,桐生市清掃センターごみ焼却施設,72948.461,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1996,184776905,165012120,16974353,15158680,4660,16.8,32241.562,2970.38,,,,,,,100,47.7,27,14,6,1.4,3.9,0,100,40.6,54.8,4.6,9288,0
群馬県,伊勢崎市,伊勢崎市清掃リサイクルセンター21,58648,流動床式,全連続運転,DB（公設公営、運転委託）,3,2000,0,0,0,0,2700,11.7,19156,0,,,,,,,100,49.8,24,6.6,16.6,1.5,1.5,101,100,43.6,51.1,5.3,0,10100
群馬県,太田市,太田市清掃センター第4号焼却炉,0,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1992,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001
群馬県,太田市,太田市清掃センター第3号焼却炉,0,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1979,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001
群馬県,藤岡市,藤岡市清掃センター,22759,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,1985,1050,1050,1050,1050,,,,,,,,,,,100,40.5,22.6,22.3,7.9,3.1,3.6,146,100,40.6,52.9,6.5,8953,0
群馬県,富岡市,富岡市清掃センター,15698,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1992,670,670,670,670,,,,,,,,,,,100,48.05,24.75,7.225,17.65,0.375,1.95,232,100,50.6,45.6,3.8,7350,9366
群馬県,安中市,碓氷川クリーンセンターごみ処理施設,17686,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1998,11289600,9031680,7197120,4306176,,,,,,,,,,,100,49,29.5,11.9,4.8,1.4,3.4,159.5,100,41.7,53.3,5,11151,0
群馬県,草津町,草津町クリーンセンター,3800,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,2,1991,0,0,0,0,,,,,,,,,,,100,44.9,17.4,6.3,26.5,1.6,3.3,277.75,100,54.2,40.8,5,6320,0
群馬県,玉村町,玉村町クリーンセンター,10893,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1990,92785000,26400000,,,,,,,,,,,,,100,55.4,19.2,8.2,11.3,2.7,3.2,146,100,45.5,48.4,6.1,7972,8745
群馬県,館林衛生施設組合,たてばやしクリーンセンター,24678,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2017,56556037,27594000,56556037,27594000,,,,,,,,,,,100,44.52,24.93,13.98,9.65,1.98,4.94,108,100,42.2,53.7,4.1,9083,9580
群馬県,沼田市外二箇村清掃施設組合,清掃工場,15652,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1973,3216000,964800,0,0,,,,,,,,,,,100,46.3,26.3,5.7,19.6,0.7,1.4,95,100,42.5,50.9,6.6,8525,9075
群馬県,利根東部衛生施設組合,尾瀬クリーンセンター,3317,ストーカ式（可動）,バッチ運転,,2,1999,11,,,,,,,,,,,,,,100,43,33,10,11,1,2,161,100,45,51,4,8463,0
群馬県,太田市外三町広域清掃組合,太田市外三町広域清掃組合クリーンプラザ,92009,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2021,,,,,9700,26.2,66714,10020,56694,823311831,18.7,,8.008,,100,58.2,20.8,8.3,6.5,1.3,4.9,122.8,100,36.1,57.3,6.6,9885,11408
